,play_id,play_type,play_description,play_description_short,away_score,home_score,quarter,seconds_remaining_in_quarter,clock_display_value,scoring_play,play_score_value,posteam,start_down,start_yards_to_go,start_yards_to_endzone,end_down,end_yards_to_go,end_yards_to_endzone,yards_gained
37,401437688908,Rush,"(:47) T.Coleman left end to ATL 35 for 8 yards (R.Grant, M.Walker).",Tevin Coleman 8 Yd Rush,10,0,1,47.0,0:47,False,0,NYJ,2,3,43,1,10,40,8
38,401437688929,End Period,END QUARTER 1,End Quarter 1,10,0,1,0.0,0:00,False,0,N/A,1,0,35,1,10,35,0
39,401437688948,Pass Incompletion,(15:00) (Shotgun) M.White pass incomplete short left to L.Cager.,"Mike White Incomplete Pass, Int'd For Lawrence Cager",10,0,2,900.0,15:00,False,0,NYJ,1,10,45,2,20,35,0
40,401437688975,Penalty,"(14:57) T.Johnson right end pushed ob at ATL 32 for 3 yards (D.Hall). PENALTY on NYJ-T.Wesco, Offensive Holding, 10 yards, enforced at ATL 35 - No Play.","Ty Johnson 3 Yd Rush  , Trevon Wesco -10 Yd Penalty",10,0,2,897.0,14:57,False,0,NYJ,2,10,35,2,17,45,-10
41,4014376881012,Pass Reception,(14:35) (Shotgun) M.White pass short right to T.Johnson to ATL 42 for 3 yards (D.Etheridge; M.Ford).,Mike White  Pass Complete for 3 Yds to Ty Johnson,10,0,2,875.0,14:35,False,0,NYJ,2,20,45,3,10,42,3
42,4014376881036,Penalty,"(13:50) (Shotgun) M.White pass short right to J.Smith pushed ob at ATL 37 for 5 yards (C.Ballentine). PENALTY on NYJ-D.Feeney, Offensive Holding, 10 yards, enforced at ATL 42 - No Play.","Mike White Pass for 5 Yds, Jeff Smith Pass From Mike White for 5 Yds, Dan Feeney 10 Yd Pnlty",10,0,2,830.0,13:50,False,0,NYJ,3,17,42,3,10,52,-10
43,4014376881076,Pass Reception,(13:26) (Shotgun) M.White pass short right to L.Cager to ATL 44 for 8 yards (D.Marlowe).,Mike White  Pass Complete for 8 Yds to Lawrence Cager,10,0,2,806.0,13:26,False,0,NYJ,3,27,52,4,10,44,8
44,4014376881100,Punt,"(12:37) B.Mann punts 44 yards to end zone, Center-T.Hennessy, Touchback.","Braden Mann 44 Yd Punt, TB",10,0,2,757.0,12:37,False,0,NYJ,4,19,44,1,10,80,0
45,4014376881117,Pass Reception,(12:30) 4-D.Ridder in at QB. D.Ridder pass short left to M.Pruitt to ATL 38 for 18 yards (J.Marshall).,Desmond Ridder  Pass Complete for 18 Yds to MyCole Pruitt,10,0,2,750.0,12:30,False,0,ATL,1,10,80,1,1,62,18
46,4014376881145,Rush,(11:54) T.Allgeier right tackle to ATL 38 for no gain (M.Clemons).,Tyler Allgeier Rush  For No Gain,10,0,2,714.0,11:54,False,0,ATL,1,10,62,2,5,62,0
47,4014376881166,Pass Reception,(11:15) (Shotgun) D.Ridder pass short right to A.Firkser to NYJ 45 for 17 yards (D.Phillips).,Desmond Ridder  Pass Complete for 17 Yds to Anthony Firkser,10,0,2,675.0,11:15,False,0,ATL,2,10,62,1,10,45,17
48,4014376881190,Rush,(10:26) (Shotgun) T.Allgeier right guard to NYJ 42 for 3 yards (N.Shepherd).,Tyler Allgeier 3 Yd Rush,10,0,2,626.0,10:26,False,0,ATL,1,10,45,2,10,42,3
49,4014376881211,Rush,"(9:47) Q.Ollison right guard to NYJ 38 for 4 yards (M.Clemons). PENALTY on NYJ-N.Shepherd, Defensive Holding, 5 yards, enforced at NYJ 38.","Qadree Ollison 4 Yd Rush  , Nathan Shepherd 5 Yd Penalty",10,0,2,587.0,9:47,False,0,ATL,2,7,42,1,10,33,9
50,4014376881243,Rush,"(9:19) (Shotgun) Q.Ollison up the middle to NYJ 32 for 1 yard (W.Parks, T.Smart).",Qadree Ollison 1 Yd Rush,10,0,2,559.0,9:19,False,0,ATL,1,10,33,2,10,32,1
51,4014376881264,Pass Reception,"(8:38) D.Ridder pass short left to J.Bernhardt to NYJ 20 for 12 yards (B.Echols, D.Phillips).",Desmond Ridder  Pass Complete for 12 Yds to Jared Bernhardt,10,0,2,518.0,8:38,False,0,ATL,2,9,32,1,10,20,12
52,4014376881288,Pass Reception,(7:55) (Shotgun) D.Ridder pass short right to C.Batson to NYJ 20 for no gain (W.Parks).,Desmond Ridder  Pass Complete for No Gain to Cameron Batson,10,0,2,475.0,7:55,False,0,ATL,1,10,20,2,10,20,0
53,4014376881312,Pass Reception,"(7:16) D.Ridder pass short middle to D.Byrd to NYJ 8 for 12 yards (B.Hall). Penalty on NYJ-B.Hall, Defensive Holding, declined.","Desmond Ridder Pass for 12 Yds, Damiere Byrd Pass From Desmond Ridder for 12 Yds, Bryce Hall Penalty",10,0,2,436.0,7:16,False,0,ATL,2,10,20,1,10,8,12
54,4014376881347,Rush,(6:47) (Shotgun) T.Allgeier up the middle to NYJ 1 for 7 yards (T.Adams; H.Nasirildeen).,Tyler Allgeier 7 Yd Rush,10,0,2,407.0,6:47,False,0,ATL,1,8,8,2,10,1,7
55,4014376881368,Penalty,"(6:16) (No Huddle) T.Allgeier right guard to NYJ 1 for no gain (H.Nasirildeen). PENALTY on ATL-R.Leonard, Offensive Holding, 9 yards, enforced at NYJ 1 - No Play.","Tyler Allgeier Rush  For No Gain  , Rick Leonard -9 Yd Penalty",10,0,2,376.0,6:16,False,0,ATL,2,1,1,2,1,11,-9
56,4014376881400,Pass Reception,(5:49) (Shotgun) D.Ridder pass short right to T.Allgeier to NYJ 4 for 6 yards (D.Phillips).,Desmond Ridder  Pass Complete for 6 Yds to Tyler Allgeier,10,0,2,349.0,5:49,False,0,ATL,2,10,10,3,10,4,6
57,4014376881424,Pass Reception,(5:10) (Shotgun) D.Ridder pass short left to T.Allgeier pushed ob at NYJ 1 for 3 yards (B.Echols).,Desmond Ridder  Pass Complete for 3 Yds to Tyler Allgeier,10,0,2,310.0,5:10,False,0,ATL,3,4,4,4,10,1,3
58,4014376881453,Penalty,"(4:33) (Shotgun) PENALTY on ATL-J.Mayfield, False Start, 4 yards, enforced at NYJ 1 - No Play.",Jalen Mayfield -4 Yd Penalty,10,0,2,273.0,4:33,False,0,ATL,4,1,1,4,10,6,-4
59,4014376881476,Field Goal Good,"(4:20) Y.Koo 23 yard field goal is GOOD, Center-L.McCullough, Holder-B.Pinion.",Younghoe Koo Made 23 Yd Field Goal,13,0,2,257.0,4:17,True,3,ATL,4,5,5,-1,10,65,23
60,4014376881495,Kickoff,B.Pinion kicks 68 yards from ATL 35 to NYJ -3. Z.Knight to NYJ 15 for 18 yards (L.Pitts).,"Bradley Pinion 68 Yd Kickoff , Zonovan Knight 18 Yd Return",13,0,2,257.0,4:17,False,0,ATL,0,0,65,1,10,85,18
61,4014376881517,Pass Reception,(4:12) M.White pass short left to T.Black to NYJ 24 for 9 yards (E.Harris).,Mike White  Pass Complete for 9 Yds to Tarik Black,13,0,2,252.0,4:12,False,0,NYJ,1,10,85,2,20,76,9
62,4014376881541,Pass Incompletion,(3:30) M.White pass incomplete short left to I.Charles (C.Ballentine).,"Mike White Incomplete Pass, Int'd For Irvin Charles",13,0,2,210.0,3:30,False,0,NYJ,2,1,44,3,10,76,0
63,4014376881563,Rush,(3:24) T.Coleman up the middle to NYJ 24 for no gain (E.Harris).,Tevin Coleman Rush  For No Gain,13,0,2,204.0,3:24,False,0,NYJ,3,1,76,4,18,76,0
64,4014376881584,Punt,"(2:24) B.Mann punts 39 yards to ATL 37, Center-T.Hennessy. C.Batson to ATL 32 for -5 yards (D.Phillips; T.Hennessy).","Braden Mann 39 Yd Punt to ATL 37 , Cameron Batson -5 Yd Return to 32",13,0,2,144.0,2:24,False,0,NYJ,4,1,76,1,10,68,-5
65,4014376881609,Pass Incompletion,"(2:10) (Shotgun) D.Ridder pass incomplete deep right. PENALTY on ATL-D.Ridder, Intentional Grounding, 10 yards, enforced at ATL 32.","Desmond Ridder Incomplete Pass, Int'd For  , Desmond Ridder -10 Yd Penalty",13,0,2,130.0,2:10,False,0,ATL,1,10,68,2,10,68,-10
66,4014376881631,Pass Reception,(2:05) D.Ridder pass deep middle to J.Bernhardt pushed ob at NYJ 44 for 34 yards (A.Davis).,Desmond Ridder  Pass Complete for 34 Yds to Jared Bernhardt,13,0,2,125.0,2:05,False,0,ATL,2,20,78,1,15,44,34
67,4014376881672,Two-minute warning,Two-Minute Warning,Two-Minute Warning,13,0,2,118.0,1:58,False,0,ATL,1,10,44,1,10,44,0
68,4014376881689,Pass Incompletion,(1:58) D.Ridder pass incomplete deep middle to F.Darby (J.Sherwood).,"Desmond Ridder Incomplete Pass, Int'd For Frank Darby",13,0,2,118.0,1:58,False,0,ATL,1,10,65,2,10,44,0
69,4014376881711,Penalty,"(1:54) D.Ridder pass deep left to M.Pruitt to NYJ 19 for 25 yards (J.Guidry). PENALTY on ATL-M.Pruitt, Illegal Shift, 5 yards, enforced at NYJ 44 - No Play.","Desmond Ridder Pass for 25 Yds, MyCole Pruitt Pass From Desmond Ridder for 25 Yds, MyCole Pruitt 5 Y",13,0,2,114.0,1:54,False,0,ATL,2,10,44,2,8,49,-5
70,4014376881746,Pass Reception,"(1:47) D.Ridder pass short right to J.Bernhardt pushed ob at NYJ 28 for 21 yards (R.Wildgoose). PENALTY on NYJ-R.Wildgoose, Face Mask, 14 yards, enforced at NYJ 28.","Desmond Ridder Pass for 21 Yds, Jared Bernhardt Pass From Desmond Ridder for 21 Yds, Rachad Wildgoos",13,0,2,106.0,1:46,False,0,ATL,2,15,49,1,18,14,35
71,4014376881786,Rush,(1:39) C.Huntley right end to NYJ 12 for 2 yards (J.Zuniga).,Caleb Huntley 2 Yd Rush,13,0,2,99.0,1:39,False,0,ATL,1,10,14,2,28,12,2
72,4014376881807,Penalty,"(1:04) D.Ridder scrambles left end pushed ob at NYJ 3 for 9 yards (J.Sherwood). PENALTY on ATL-J.Mayfield, Offensive Holding, 10 yards, enforced at NYJ 12 - No Play.","Desmond Ridder 9 Yd Rush  , Jalen Mayfield -10 Yd Penalty",13,0,2,64.0,1:04,False,0,ATL,2,8,12,2,8,22,-10
73,4014376881844,Penalty,"(:56) (Shotgun) D.Ridder pass short left to D.Byrd to NYJ 18 for 4 yards (J.Sherwood). PENALTY on ATL-R.Leonard, Offensive Holding, 10 yards, enforced at NYJ 22 - No Play.","Desmond Ridder Pass for 4 Yds, Damiere Byrd Pass From Desmond Ridder for 4 Yds, Rick Leonard 10 Yd P",13,0,2,56.0,0:56,False,0,ATL,2,18,22,2,8,32,-10
74,4014376881879,Pass Reception,(:50) D.Ridder pass deep middle to D.Byrd to NYJ 12 for 20 yards (I.Dunn).,Desmond Ridder  Pass Complete for 20 Yds to Damiere Byrd,13,0,2,50.0,0:50,False,0,ATL,2,28,32,3,10,12,20
75,4014376881903,Timeout,Timeout #1 by ATL at 00:38.,Timeout #1 ATL,13,0,2,38.0,0:38,False,0,ATL,3,8,12,3,8,12,0
76,4014376881920,Pass Incompletion,"(:38) (Shotgun) D.Ridder pass incomplete short left to F.Darby. Penalty on ATL-A.Williams, Offensive Pass Interference, declined.","Desmond Ridder Incomplete Pass, Int'd For Frank Darby , Avery Williams  Penalty Declined",13,0,2,38.0,0:38,False,0,ATL,3,8,65,3,10,22,0
77,4014376881953,Field Goal Good,"(:35) Y.Koo 30 yard field goal is GOOD, Center-L.McCullough, Holder-B.Pinion.",Younghoe Koo Made 30 Yd Field Goal,16,0,2,32.0,0:32,True,3,ATL,4,8,12,-1,10,65,30
78,4014376881972,Kickoff,"Y.Koo kicks 66 yards from ATL 35 to NYJ -1. Z.Knight to NYJ 37 for 38 yards (Q.Ollison, M.Ford).","Younghoe Koo 66 Yd Kickoff , Zonovan Knight 38 Yd Return",16,0,2,32.0,0:32,False,0,ATL,0,0,65,1,10,63,38
79,4014376882018,Timeout,Timeout #1 by NYJ at 00:18.,Timeout #1 NYJ,16,0,2,23.0,0:23,False,0,NYJ,2,5,58,2,5,58,0
80,4014376881994,Pass Reception,(:23) (Shotgun) M.White pass short right to K.Yeboah to NYJ 42 for 5 yards (D.Alford).,Mike White  Pass Complete for 5 Yds to Kenny Yeboah,16,0,2,23.0,0:23,False,0,NYJ,1,10,63,2,10,58,5
81,4014376882035,Pass Reception,(:18) (Shotgun) M.White pass deep left to D.Mims to ATL 31 for 27 yards (D.Hall; D.Marlowe).,Mike White  Pass Complete for 27 Yds to Denzel Mims,16,0,2,18.0,0:18,False,0,NYJ,2,5,58,1,5,31,27
82,4014376882059,Timeout,Timeout #2 by NYJ at 00:11.,Timeout #2 NYJ,16,0,2,11.0,0:11,False,0,NYJ,1,10,31,1,10,31,0
83,4014376882076,Pass Incompletion,(:11) (Shotgun) M.White pass incomplete short right to K.Yeboah.,"Mike White Incomplete Pass, Int'd For Kenny Yeboah",16,0,2,11.0,0:11,False,0,NYJ,1,10,26,2,5,31,0
84,4014376882098,Pass Reception,(:07) (Shotgun) M.White pass short right to D.Mims to ATL 26 for 5 yards (D.Marlowe).,Mike White  Pass Complete for 5 Yds to Denzel Mims,16,0,2,7.0,0:07,False,0,NYJ,2,10,31,3,10,26,5
85,4014376882122,Timeout,Timeout #3 by NYJ at 00:05.,Timeout #3 NYJ,16,0,2,3.0,0:03,False,0,NYJ,3,10,65,3,10,26,0
86,4014376882139,Field Goal Good,"(:05) G.Zuerlein 44 yard field goal is GOOD, Center-T.Hennessy, Holder-B.Mann.",Greg Zuerlein Made 44 Yd Field Goal,16,3,2,0.0,0:00,True,3,NYJ,3,5,26,-1,10,65,44
87,4014376882158,End of Half,END QUARTER 2,End Quarter 2,16,3,2,0.0,0:00,False,0,N/A,0,0,0,1,10,65,0
88,4014376882175,Kickoff,"B.Pinion kicks 65 yards from ATL 35 to end zone, Touchback.","Bradley Pinion 65 Yd Kickoff, TB",16,3,3,900.0,15:00,False,0,ATL,0,0,65,1,8,75,0
89,4014376882190,Rush,(15:00) T.Johnson right end to NYJ 24 for -1 yards (J.Dalton).,"Ty Johnson Rush , Loss of 1 Yd",16,3,3,900.0,15:00,False,0,NYJ,1,10,75,2,8,76,-1
90,4014376882211,Pass Reception,(14:23) (Shotgun) M.White pass short right to I.Charles ran ob at NYJ 27 for 3 yards.,Mike White  Pass Complete for 3 Yds to Irvin Charles,16,3,3,863.0,14:23,False,0,NYJ,2,11,76,3,10,73,3
91,4014376882240,Pass Incompletion,(13:53) (Shotgun) M.White pass incomplete short left to C.Jackson [T.Andersen].,"Mike White Incomplete Pass, Int'd For Calvin Jackson",16,3,3,833.0,13:53,False,0,NYJ,3,8,88,4,10,73,0
92,4014376882273,Punt,"(13:48) B.Mann punts 61 yards to ATL 12, Center-T.Hennessy. C.Batson ran ob at ATL 20 for 8 yards (A.Davis).","Braden Mann 61 Yd Punt to ATL 12 , Cameron Batson 8 Yd Return to 20",16,3,3,828.0,13:48,False,0,NYJ,4,8,73,1,10,88,8
93,4014376882303,Rush,(13:38) (Shotgun) C.Huntley left guard to ATL 26 for 6 yards (B.Anae; D.Thomas).,Caleb Huntley 6 Yd Rush,16,3,3,818.0,13:38,False,0,ATL,1,10,80,2,28,74,6
94,4014376882329,Rush,(13:05) C.Huntley up the middle to ATL 29 for 3 yards (M.Clemons).,Caleb Huntley 3 Yd Rush,16,3,3,785.0,13:05,False,0,ATL,2,4,74,3,10,71,3
95,4014376882350,Rush,(12:23) C.Huntley right end to ATL 29 for no gain (T.Adams).,Caleb Huntley Rush  For No Gain,16,3,3,743.0,12:23,False,0,ATL,3,1,71,4,10,71,0
96,4014376882371,Punt,"(11:48) B.Pinion punts 40 yards to NYJ 31, Center-L.McCullough. C.Jackson to NYJ 36 for 5 yards (L.McCullough). PENALTY on NYJ-D.Mims, Illegal Block Above the Waist, 10 yards, enforced at NYJ 36. Penalty on NYJ-Z.Knight, Illegal Block Above the Waist, declined.","Bradley Pinion 40 Yd Punt, Calvin Jackson 5 Yd Punt Return, Denzel Mims 10 Yd Pnlty",16,3,3,708.0,11:48,False,0,ATL,4,1,71,1,10,71,5
97,4014376882418,Rush,"(11:39) 15O-C.Streveler in at QB. T.Johnson left tackle to NYJ 31 for 5 yards (D.Tangelo, N.Landman).",Ty Johnson 5 Yd Rush,16,3,3,698.0,11:38,False,0,NYJ,1,10,74,2,14,69,5
98,4014376882439,Rush,"(11:04) T.Johnson right tackle pushed ob at NYJ 45 for 14 yards (D.Marlowe). PENALTY on NYJ-I.Williams, Offensive Holding, 10 yards, enforced at NYJ 35.","Ty Johnson 4 Yd Rush  , Isaiah Williams -10 Yd Penalty",16,3,3,664.0,11:04,False,0,NYJ,2,5,69,2,11,79,-6
99,4014376882476,Pass Reception,(10:36) C.Streveler pass short middle to L.Cager to NYJ 48 for 23 yards (D.Marlowe).,Chris Streveler  Pass Complete for 23 Yds to Lawrence Cager,16,3,3,636.0,10:36,False,0,NYJ,2,11,75,1,10,52,23
100,4014376882501,Rush,(9:57) Z.Knight right tackle to NYJ 48 for no gain (N.Thurman).,Zonovan Knight Rush  For No Gain,16,3,3,597.0,9:57,False,0,NYJ,1,10,52,2,10,52,0
101,4014376882522,Pass Reception,(9:20) C.Streveler pass deep middle to T.Black to ATL 34 for 18 yards (D.Marlowe).,Chris Streveler  Pass Complete for 18 Yds to Tarik Black,16,3,3,560.0,9:20,False,0,NYJ,2,10,52,3,10,66,18
102,4014376882550,Pass Reception,(8:45) (Shotgun) C.Streveler pass short left to J.Ruckert to ATL 30 for 4 yards (T.Andersen).,Chris Streveler  Pass Complete for 4 Yds to Jeremy Ruckert,16,3,3,525.0,8:45,False,0,NYJ,1,10,34,4,10,70,4
103,4014376882574,Rush,(8:02) Z.Knight left end pushed ob at ATL 34 for -4 yards (C.Ballentine).,"Zonovan Knight Rush , Loss of 4 Yds",16,3,3,482.0,8:02,False,0,NYJ,2,6,30,3,10,34,-4
